No.;ID Distrik;Tanggal kejadian;Distrik;Propinsi;Latitude dan Longitude
372;1305;11/09/2014;TANAH DATAR;SUMATERA BARAT;
373;3520;14/07/2014;MAGETAN;JAWA TIMUR;
374;3206;22/06/2014;TASIKMALAYA;JAWA BARAT;
375;3512;04/05/2014;SITUBONDO;JAWA TIMUR;
376;8171;02/05/2014;KOTA AMBON;MALUKU;
377;1608;31/03/2014;OGAN KOMERING ULU SELATAN;SUMATERA SELATAN;
378;3207;27/01/2014;CIAMIS;JAWA BARAT;
379;3301;25/01/2014;CILACAP;JAWA TENGAH;
380;3306;25/01/2014;PURWOREJO;JAWA TENGAH;
381;3218;25/01/2014;PANGANDARAN;JAWA BARAT;
382;3305;25/01/2014;KEBUMEN;JAWA TENGAH;
383;3205;25/01/2014;GARUT;JAWA BARAT;
384;3402;25/01/2014;BANTUL;DI YOGYAKARTA;
385;3302;25/01/2014;BANYUMAS;JAWA TENGAH;
386;3202;15/01/2014;SUKABUMI;JAWA BARAT;
387;3202;18/12/2013;SUKABUMI;JAWA BARAT;
388;3206;31/10/2013;TASIKMALAYA;JAWA BARAT;
389;1109;22/10/2013;PIDIE;ACEH;
390;3208;13/07/2013;KUNINGAN;JAWA BARAT;
391;3329;13/07/2013;BREBES;JAWA TENGAH;
392;3508;08/07/2013;LUMAJANG;JAWA TIMUR;
393;3510;08/07/2013;BANYUWANGI;JAWA TIMUR;
394;3507;08/07/2013;MALANG;JAWA TIMUR;
395;1117;02/07/2013;BENER MERIAH;ACEH;
396;1106;02/07/2013;ACEH TENGAH;ACEH;
397;5201;22/06/2013;LOMBOK BARAT;NUSA TENGGARA BARAT;
398;3304;19/04/2013;BANJARNEGARA;JAWA TENGAH;
